era,variant,engine,.metric,.estimate
1950,"xgboost depth=4, eta=0.3",xgboost,mn_log_loss,1.3583372820272528
1950,"xgboost depth=4, eta=0.3",xgboost,roc_auc,0.7539143460493614
1950,"xgboost depth=4, eta=0.3",xgboost,f_meas,0.7043158861340679
1940,"xgboost depth=6, eta=0.05",xgboost,accuracy,0.7149265905383361
1940,"xgboost depth=6, eta=0.05",xgboost,kap,0.43115883828091917
1940,"xgboost depth=6, eta=0.05",xgboost,mn_log_loss,1.0616471968721624
1940,"xgboost depth=6, eta=0.05",xgboost,roc_auc,0.7971010054747246
1940,"xgboost depth=6, eta=0.05",xgboost,f_meas,0.7046894803548797
1950,"xgboost depth=6, eta=0.05",xgboost,accuracy,0.702027345591702
1950,"xgboost depth=6, eta=0.05",xgboost,kap,0.4046749426202133
1950,"xgboost depth=6, eta=0.05",xgboost,mn_log_loss,1.030221354348599
1950,"xgboost depth=6, eta=0.05",xgboost,roc_auc,0.7795690794682075
1950,"xgboost depth=6, eta=0.05",xgboost,f_meas,0.6973180076628352
1940,"xgboost depth=6, eta=0.1",xgboost,accuracy,0.7120717781402937
1940,"xgboost depth=6, eta=0.1",xgboost,kap,0.42444223383089874
1940,"xgboost depth=6, eta=0.1",xgboost,mn_log_loss,1.1582548486450095
1940,"xgboost depth=6, eta=0.1",xgboost,roc_auc,0.7897137219606757
1940,"xgboost depth=6, eta=0.1",xgboost,f_meas,0.71254071661237794
1950,"xgboost depth=6, eta=0.1",xgboost,accuracy,0.7053276756247053
1950,"xgboost depth=6, eta=0.1",xgboost,kap,0.41082992923959116
1950,"xgboost depth=6, eta=0.1",xgboost,mn_log_loss,1.1224114058722252
1950,"xgboost depth=6, eta=0.1",xgboost,roc_auc,0.778108482669423
1950,"xgboost depth=6, eta=0.1",xgboost,f_meas,0.7061589092618712
1940,"xgboost depth=6, eta=0.3",xgboost,accuracy,0.683115823817292
1940,"xgboost depth=6, eta=0.3",xgboost,kap,0.36624429680940673
1940,"xgboost depth=6, eta=0.3",xgboost,mn_log_loss,1.5596764339166203
1940,"xgboost depth=6, eta=0.3",xgboost,roc_auc,0.7605766567965405
1940,"xgboost depth=6, eta=0.3",xgboost,f_meas,0.6868198307134221
1950,"xgboost depth=6, eta=0.3",xgboost,accuracy,0.6784535596416784
1950,"xgboost depth=6, eta=0.3",xgboost,kap,0.35656885831741647
1950,"xgboost depth=6, eta=0.3",xgboost,mn_log_loss,1.5013643716101601
1950,"xgboost depth=6, eta=0.3",xgboost,roc_auc,0.7301373957256639
1950,"xgboost depth=6, eta=0.3",xgboost,f_meas,0.6857142857142857
1940,"xgboost depth=8, eta=0.05",xgboost,accuracy,0.7251223491027733
1940,"xgboost depth=8, eta=0.05",xgboost,kap,0.45109923104311367
1940,"xgboost depth=8, eta=0.05",xgboost,mn_log_loss,1.0959801778784972
1940,"xgboost depth=8, eta=0.05",xgboost,roc_auc,0.797136287625418
1940,"xgboost depth=8, eta=0.05",xgboost,f_meas,0.7196339434276207
1950,"xgboost depth=8, eta=0.05",xgboost,accuracy,0.7076850542197077
1950,"xgboost depth=8, eta=0.05",xgboost,kap,0.41535334350558584
1950,"xgboost depth=8, eta=0.05",xgboost,mn_log_loss,1.0667773226073676
1950,"xgboost depth=8, eta=0.05",xgboost,roc_auc,0.7791029694057453
1950,"xgboost depth=8, eta=0.05",xgboost,f_meas,0.7108208955223883
1940,"xgboost depth=8, eta=0.1",xgboost,accuracy,0.7255301794453507
1940,"xgboost depth=8, eta=0.1",xgboost,kap,0.4514873232170802
1940,"xgboost depth=8, eta=0.1",xgboost,mn_log_loss,1.2294402790218697
1940,"xgboost depth=8, eta=0.1",xgboost,roc_auc,0.7903454721683744
1940,"xgboost depth=8, eta=0.1",xgboost,f_meas,0.7245190339746214
1950,"xgboost depth=8, eta=0.1",xgboost,accuracy,0.7053276756247053
1950,"xgboost depth=8, eta=0.1",xgboost,kap,0.4103340828568188
1950,"xgboost depth=8, eta=0.1",xgboost,mn_log_loss,1.1993563230214315
1950,"xgboost depth=8, eta=0.1",xgboost,roc_auc,0.7742123718419709
1950,"xgboost depth=8, eta=0.1",xgboost,f_meas,0.7121142330723169
1940,"xgboost depth=8, eta=0.3",xgboost,accuracy,0.682300163132137
1940,"xgboost depth=8, eta=0.3",xgboost,kap,0.3647651493282854
1940,"xgboost depth=8, eta=0.3",xgboost,mn_log_loss,1.6689537708605338
1940,"xgboost depth=8, eta=0.3",xgboost,roc_auc,0.7619985940395799
1940,"xgboost depth=8, eta=0.3",xgboost,f_meas,0.6844876468205751
1950,"xgboost depth=8, eta=0.3",xgboost,accuracy,0.6841112682696842
1950,"xgboost depth=8, eta=0.3",xgboost,kap,0.36769672295267974
1950,"xgboost depth=8, eta=0.3",xgboost,mn_log_loss,1.640696301405148
1950,"xgboost depth=8, eta=0.3",xgboost,roc_auc,0.7426538741396088
1950,"xgboost depth=8, eta=0.3",xgboost,f_meas,0.6935041171088747
